district,code,endorsedtrump,party,demp,repp,demc,repc,year,white,black,latino,asianandpacificislander,native,highschoolorgreater,bachelorsdegreeorhigher,medianincome
Indiana's 1st,IN-01,Democrat,Democratic,81.5,0,207515,0,2016,67.900002,18.1,11.9,0.89999998,0.2,89,22.5,54925
Indiana's 1st,IN-01,Democrat,Democratic,60.8,35.799999,86579,51000,2014,67.900002,18.1,11.9,0.89999998,0.2,89,22.5,54925
Indiana's 2nd,IN-02,Endorsed Trump,Republican,36.9,59.299999,102401,164355,2016,86.800003,6.3000002,4.5999999,0.80000001,0.30000001,85.300003,21.4,50295
Indiana's 2nd,IN-02,Endorsed Trump,Republican,45.2,54.799999,103363,125499,2018,86.800003,6.3000002,4.5999999,0.80000001,0.30000001,85.300003,21.4,50295
Indiana's 2nd,IN-02,Endorsed Trump,Republican,38.3,58.900002,55590,85583,2014,86.800003,6.3000002,4.5999999,0.80000001,0.30000001,85.300003,21.4,50295
Indiana's 3rd,IN-03,Republican,Republican,26.7,65.800003,39771,97892,2014,88.5,5.5999999,3.2,1.2,0.2,87.5,22.4,51784
Indiana's 3rd,IN-03,Republican,Republican,35.3,64.699997,86610,158927,2018,88.5,5.5999999,3.2,1.2,0.2,87.5,22.4,51784
Indiana's 3rd,IN-03,Republican,Republican,23,70.099998,66023,201396,2016,88.5,5.5999999,3.2,1.2,0.2,87.5,22.4,51784
Indiana's 4th,IN-04,Endorsed Trump,Republican,35.9,64.099998,87824,156539,2018,91.199997,3.5,2.9000001,1.2,0.2,89.900002,25.5,55420
Indiana's 4th,IN-04,Endorsed Trump,Republican,30.5,64.599998,91256,193412,2016,91.199997,3.5,2.9000001,1.2,0.2,89.900002,25.5,55420
Indiana's 4th,IN-04,Endorsed Trump,Republican,33.1,66.900002,47056,94998,2014,91.199997,3.5,2.9000001,1.2,0.2,89.900002,25.5,55420
Indiana's 5th,IN-05,Republican,Republican,43.2,56.799999,137142,180035,2018,86.099998,8,2.4000001,2.0999999,0.1,93.300003,44.900002,67341
Indiana's 5th,IN-05,Republican,Republican,34.3,61.5,123849,221957,2016,86.099998,8,2.4000001,2.0999999,0.1,93.300003,44.900002,67341
Indiana's 5th,IN-05,Republican,Republican,30.8,65.199997,49756,105277,2014,86.099998,8,2.4000001,2.0999999,0.1,93.300003,44.900002,67341
Indiana's 6th,IN-06,Endorsed Trump,Republican,32.9,63.799999,79430,154260,2018,94.400002,2.5,1.4,0.5,0.2,88.5,20.799999,50994
Indiana's 6th,IN-06,Endorsed Trump,Republican,26.7,69.099998,79135,204920,2016,94.400002,2.5,1.4,0.5,0.2,88.5,20.799999,50994
Indiana's 6th,IN-06,Endorsed Trump,Republican,29.3,65.900002,45509,102187,2014,94.400002,2.5,1.4,0.5,0.2,88.5,20.799999,50994
Indiana's 7th,IN-07,Democrat,Democratic,54.7,41.799999,61443,46887,2014,63.099998,29.6,4,1.3,0.2,83,22.799999,41211
Indiana's 7th,IN-07,Democrat,Democratic,60,35.700001,158739,94456,2016,63.099998,29.6,4,1.3,0.2,83,22.799999,41211
Indiana's 7th,IN-07,Democrat,Democratic,64.9,35.099998,141139,76457,2018,63.099998,29.6,4,1.3,0.2,83,22.799999,41211
Indiana's 8th,IN-08,Endorsed Trump,Republican,31.7,63.700001,93356,187702,2016,92.800003,3.9000001,1.3,0.69999999,0.2,88.400002,20.6,49193
Indiana's 8th,IN-08,Endorsed Trump,Republican,35.6,64.400002,86895,157396,2018,92.800003,3.9000001,1.3,0.69999999,0.2,88.400002,20.6,49193
Indiana's 8th,IN-08,Endorsed Trump,Republican,35.8,60.299999,61384,103344,2014,92.800003,3.9000001,1.3,0.69999999,0.2,88.400002,20.6,49193
Indiana's 9th,IN-09,Republican,Republican,43.5,56.5,118090,153271,2018,93,2.5999999,1.9,1.1,0.2,89.400002,25.9,53862
Indiana's 9th,IN-09,Republican,Republican,33.7,62.200001,55016,101594,2014,93,2.5999999,1.9,1.1,0.2,89.400002,25.9,53862
Indiana's 9th,IN-09,Republican,Republican,40.5,54.099998,130627,174791,2016,93,2.5999999,1.9,1.1,0.2,89.400002,25.9,53862
Kansas' 1st,KS-01,Republican,Republican,31.9,68.099998,71558,153082,2018,85.400002,3,8.6000004,1.1,0.5,88.099998,24.299999,49608
Kansas' 1st,KS-01,Republican,Republican,0,65.900002,0,169992,2016,85.400002,3,8.6000004,1.1,0.5,88.099998,24.299999,49608
Kansas' 1st,KS-01,Republican,Republican,32,68,65397,138764,2014,85.400002,3,8.6000004,1.1,0.5,88.099998,24.299999,49608
Kansas' 2nd,KS-02,Endorsed Trump,Republican,46.8,47.599998,123859,126098,2018,86.599998,4.5,4.4000001,0.89999998,1.3,91.800003,28.4,52031
Kansas' 2nd,KS-02,Endorsed Trump,Republican,38.6,57,87153,128742,2014,86.599998,4.5,4.4000001,0.89999998,1.3,91.800003,28.4,52031
Kansas' 2nd,KS-02,Endorsed Trump,Republican,32.6,60.900002,96840,181228,2016,86.599998,4.5,4.4000001,0.89999998,1.3,91.800003,28.4,52031
Kansas' 3rd,KS-03,Endorsed Trump,Republican,40.6,51.299999,139300,176022,2016,81.199997,8.5,5.5999999,2.7,0.30000001,92.199997,46.5,71268
Kansas' 3rd,KS-03,Endorsed Trump,Republican,39.9,60,89584,134493,2014,81.199997,8.5,5.5999999,2.7,0.30000001,92.199997,46.5,71268
Kansas' 3rd,KS-03,Endorsed Trump,Democratic,53.6,43.900002,170518,139762,2018,81.199997,8.5,5.5999999,2.7,0.30000001,92.199997,46.5,71268
Kansas' 4th,KS-04,Republican,Republican,40.7,59.299999,98304,143458,2018,81.099998,6.4000001,7.0999999,2.5999999,0.80000001,89.699997,28.9,52955
Kansas' 4th,KS-04,Republican,Republican,33.3,66.699997,69396,138757,2014,81.099998,6.4000001,7.0999999,2.5999999,0.80000001,89.699997,28.9,52955
Kansas' 4th,KS-04,Republican,Republican,29.6,60.700001,81495,166998,2016,81.099998,6.4000001,7.0999999,2.5999999,0.80000001,89.699997,28.9,52955
Kentucky's 1st,KY-01,Republican,Republican,27.3,72.599998,81710,216959,2016,90,6.9000001,1.6,0.40000001,0.2,83.400002,16.200001,40902
Kentucky's 1st,KY-01,Republican,Republican,26.9,73.099998,63596,173022,2014,90,6.9000001,1.6,0.40000001,0.2,83.400002,16.200001,40902
Kentucky's 1st,KY-01,Republican,Republican,31.4,68.599998,78849,172167,2018,90,6.9000001,1.6,0.40000001,0.2,83.400002,16.200001,40902
Kentucky's 2nd,KY-02,Endorsed Trump,Republican,31.1,66.699997,79964,171700,2018,90.599998,5.3000002,1.7,0.80000001,0.30000001,86.300003,19.9,48902
Kentucky's 2nd,KY-02,Endorsed Trump,Republican,30.8,69.199997,69898,156936,2014,90.599998,5.3000002,1.7,0.80000001,0.30000001,86.300003,19.9,48902
Kentucky's 2nd,KY-02,Endorsed Trump,Republican,0,100,0,251825,2016,90.599998,5.3000002,1.7,0.80000001,0.30000001,86.300003,19.9,48902
Kentucky's 3rd,KY-03,Democrat,Democratic,63.5,35.599998,157056,87981,2014,74.199997,20.299999,2.4000001,1.5,0.1,89.5,31.4,51316
Kentucky's 3rd,KY-03,Democrat,Democratic,63.5,36.5,212401,122093,2016,74.199997,20.299999,2.4000001,1.5,0.1,89.5,31.4,51316
Kentucky's 3rd,KY-03,Democrat,Democratic,62.1,36.599998,173002,101930,2018,74.199997,20.299999,2.4000001,1.5,0.1,89.5,31.4,51316
Kentucky's 4th,KY-04,Endorsed Trump,Republican,34.6,62.200001,90536,162946,2018,93.199997,3.3,1.4,0.69999999,0.1,88.900002,27.200001,59478
Kentucky's 4th,KY-04,Endorsed Trump,Republican,32.3,67.699997,71694,150464,2014,93.199997,3.3,1.4,0.69999999,0.1,88.900002,27.200001,59478
Kentucky's 4th,KY-04,Endorsed Trump,Republican,28.7,71.300003,94065,233922,2016,93.199997,3.3,1.4,0.69999999,0.1,88.900002,27.200001,59478
Kentucky's 5th,KY-05,Endorsed Trump,Republican,21.7,78.300003,47617,171350,2014,96.599998,1.5,0.69999999,0.2,0.30000001,75.5,12.9,31899
Kentucky's 5th,KY-05,Endorsed Trump,Republican,21,78.900002,45890,172093,2018,96.599998,1.5,0.69999999,0.2,0.30000001,75.5,12.9,31899
Kentucky's 5th,KY-05,Endorsed Trump,Republican,0,100,0,221242,2016,96.599998,1.5,0.69999999,0.2,0.30000001,75.5,12.9,31899
Kentucky's 6th,KY-06,Republican,Republican,38.9,61.099998,128728,202099,2016,87.400002,8.3999996,1.7,0.89999998,0.2,87.199997,30.799999,50452
Kentucky's 6th,KY-06,Republican,Republican,47.8,51,144736,154468,2018,87.400002,8.3999996,1.7,0.89999998,0.2,87.199997,30.799999,50452
Kentucky's 6th,KY-06,Republican,Republican,40,60,98290,147404,2014,87.400002,8.3999996,1.7,0.89999998,0.2,87.199997,30.799999,50452
Louisiana's 1st,LA-01,Endorsed Trump,Republican,19.5,74.599998,63785,243645,2016,77.699997,12.9,5.5,1.6,1.1,87.099998,29.700001,57771
Louisiana's 1st,LA-01,Endorsed Trump,Republican,26.6,71.5,71521,192555,2018,77.699997,12.9,5.5,1.6,1.1,87.099998,29.700001,57771
Louisiana's 1st,LA-01,Endorsed Trump,Republican,18.9,77.599998,46047,189250,2014,77.699997,12.9,5.5,1.6,1.1,87.099998,29.700001,57771
Louisiana's 2nd,LA-02,Democrat,Democratic,85.8,0,190000,0,2014,31.6,61.400002,3.7,2,0.2,81.900002,22.799999,38507
Louisiana's 2nd,LA-02,Democrat,Democratic,80.6,0,190182,0,2018,31.6,61.400002,3.7,2,0.2,81.900002,22.799999,38507
Louisiana's 2nd,LA-02,Democrat,Democratic,100,0,284269,0,2016,31.6,61.400002,3.7,2,0.2,81.900002,22.799999,38507
Louisiana's 3rd,LA-03,Republican,Republican,17.5,80.699997,56215,258632,2016,71.800003,23.6,2.0999999,1,0.40000001,83,20.9,48130
Louisiana's 3rd,LA-03,Republican,Republican,30.4,68.400002,74713,168263,2018,71.800003,23.6,2.0999999,1,0.40000001,83,20.9,48130
Louisiana's 3rd,LA-03,Republican,Republican,0,88,0,207926,2014,71.800003,23.6,2.0999999,1,0.40000001,83,20.9,48130
Louisiana's 4th,LA-04,Republican,Republican,28.2,69.800003,80593,199750,2016,61.700001,33.099998,2.5999999,0.80000001,0.80000001,84.699997,19.9,41017
Louisiana's 4th,LA-04,Republican,Republican,0,73.400002,0,152683,2014,61.700001,33.099998,2.5999999,0.80000001,0.80000001,84.699997,19.9,41017
Louisiana's 4th,LA-04,Republican,Republican,33.6,64.199997,72934,139326,2018,61.700001,33.099998,2.5999999,0.80000001,0.80000001,84.699997,19.9,41017
Louisiana's 5th,LA-05,Endorsed Trump,Republican,35.8,64.199997,75006,134616,2014,62.900002,34.200001,1.4,0.40000001,0.40000001,80.800003,17.6,36731
Louisiana's 5th,LA-05,Endorsed Trump,Republican,0,100,0,255662,2016,62.900002,34.200001,1.4,0.40000001,0.40000001,80.800003,17.6,36731
Louisiana's 5th,LA-05,Endorsed Trump,Republican,30,66.5,67118,149018,2018,62.900002,34.200001,1.4,0.40000001,0.40000001,80.800003,17.6,36731
Louisiana's 6th,LA-06,Endorsed Trump,Republican,37.6,62.400002,83781,139209,2014,72,22.5,2.5,1.5,0.40000001,88.099998,28.9,61097
Louisiana's 6th,LA-06,Endorsed Trump,Republican,28.6,69.5,76716,186553,2018,72,22.5,2.5,1.5,0.40000001,88.099998,28.9,61097
Louisiana's 6th,LA-06,Endorsed Trump,Republican,23.9,72.800003,79202,241075,2016,72,22.5,2.5,1.5,0.40000001,88.099998,28.9,61097
Massachusetts' 1st,MA-01,Democrat,Democratic,98,0,167612,0,2014,78.300003,5.0999999,14,1.4,0.1,87.699997,29.200001,55577
Massachusetts' 1st,MA-01,Democrat,Democratic,73.3,0,235803,0,2016,78.300003,5.0999999,14,1.4,0.1,87.699997,29.200001,55577
Massachusetts' 1st,MA-01,Democrat,Democratic,97.6,0,211790,0,2018,78.300003,5.0999999,14,1.4,0.1,87.699997,29.200001,55577
Massachusetts' 2nd,MA-02,Democrat,Democratic,67.2,32.799999,191332,93391,2018,84.5,3.5,7.3000002,3.4000001,0.2,91,37.900002,66319
Massachusetts' 2nd,MA-02,Democrat,Democratic,98.2,0,275487,0,2016,84.5,3.5,7.3000002,3.4000001,0.2,91,37.900002,66319
Massachusetts' 2nd,MA-02,Democrat,Democratic,98.2,0,169640,0,2014,84.5,3.5,7.3000002,3.4000001,0.2,91,37.900002,66319
Massachusetts' 3rd,MA-03,Democrat,Democratic,68.7,31.200001,236713,107519,2016,76.199997,2.4000001,14.4,5.8000002,0.1,88.300003,37.5,74586
Massachusetts' 3rd,MA-03,Democrat,Democratic,62,33.5,173175,93445,2018,76.199997,2.4000001,14.4,5.8000002,0.1,88.300003,37.5,74586
Massachusetts' 3rd,MA-03,Democrat,Democratic,63,36.900002,139104,81638,2014,76.199997,2.4000001,14.4,5.8000002,0.1,88.300003,37.5,74586
Massachusetts' 4th,MA-04,Democrat,Democratic,70.1,29.799999,265823,113055,2016,88.900002,2.5,3.4000001,4,0,93,50.299999,95353
Massachusetts' 4th,MA-04,Democrat,Democratic,97.7,0,245289,0,2018,88.900002,2.5,3.4000001,4,0,93,50.299999,95353
Massachusetts' 4th,MA-04,Democrat,Democratic,97.9,0,184158,0,2014,88.900002,2.5,3.4000001,4,0,93,50.299999,95353
Massachusetts' 5th,MA-05,Democrat,Democratic,98.3,0,182100,0,2014,81.300003,3.9000001,6,7.4000001,0.1,93.099998,56,90564
Massachusetts' 5th,MA-05,Democrat,Democratic,75.9,24,236243,74856,2018,81.300003,3.9000001,6,7.4000001,0.1,93.099998,56,90564
Massachusetts' 5th,MA-05,Democrat,Democratic,98.6,0,285606,0,2016,81.300003,3.9000001,6,7.4000001,0.1,93.099998,56,90564
Massachusetts' 6th,MA-06,Democrat,Democratic,55,41.099998,149638,111989,2014,88.5,2.3,5.1999998,3,0.1,92.599998,43.599998,84446
Massachusetts' 6th,MA-06,Democrat,Democratic,65.2,31.4,217703,104798,2018,88.5,2.3,5.1999998,3,0.1,92.599998,43.599998,84446
Massachusetts' 6th,MA-06,Democrat,Democratic,98.4,0,308923,0,2016,88.5,2.3,5.1999998,3,0.1,92.599998,43.599998,84446
Massachusetts' 7th,MA-07,Democrat,Democratic,98.3,0,216559,0,2018,52.299999,23.1,14.4,7.8000002,0.30000001,84.300003,43.099998,59649
Massachusetts' 7th,MA-07,Democrat,Democratic,98.3,0,142133,0,2014,52.299999,23.1,14.4,7.8000002,0.30000001,84.300003,43.099998,59649
Massachusetts' 7th,MA-07,Democrat,Democratic,98.6,0,253354,0,2016,52.299999,23.1,14.4,7.8000002,0.30000001,84.300003,43.099998,59649
Massachusetts' 8th,MA-08,Democrat,Democratic,98.7,0,200644,0,2014,80.599998,8,4.5,5.6999998,0.1,92,45.900002,83928
Massachusetts' 8th,MA-08,Democrat,Democratic,72.4,27.5,271019,102744,2016,80.599998,8,4.5,5.6999998,0.1,92,45.900002,83928
Massachusetts' 8th,MA-08,Democrat,Democratic,98.4,0,259159,0,2018,80.599998,8,4.5,5.6999998,0.1,92,45.900002,83928
Massachusetts' 9th,MA-09,Democrat,Democratic,59.4,40.599998,192347,131463,2018,91.599998,2.4000001,3.4000001,1.1,0.2,90,34.299999,67064
Massachusetts' 9th,MA-09,Democrat,Democratic,54.9,45,140413,114971,2014,91.599998,2.4000001,3.4000001,1.1,0.2,90,34.299999,67064
Massachusetts' 9th,MA-09,Democrat,Democratic,55.7,33.599998,211790,127803,2016,91.599998,2.4000001,3.4000001,1.1,0.2,90,34.299999,67064
Maryland's 1st,MD-01,Endorsed Trump,Republican,28.6,67,103622,242574,2016,83.699997,11.4,2,1.6,0.2,90.300003,31,71900
Maryland's 1st,MD-01,Endorsed Trump,Republican,38.1,60,116631,183662,2018,83.699997,11.4,2,1.6,0.2,90.300003,31,71900
Maryland's 1st,MD-01,Endorsed Trump,Republican,29.5,70.400002,73843,176342,2014,83.699997,11.4,2,1.6,0.2,90.300003,31,71900
Maryland's 2nd,MD-02,Democrat,Democratic,66,30.700001,167201,77782,2018,58.099998,32.299999,3.7,3.8,0.2,88.800003,31.5,66387
Maryland's 2nd,MD-02,Democrat,Democratic,62.1,33.099998,192183,102577,2016,58.099998,32.299999,3.7,3.8,0.2,88.800003,31.5,66387
Maryland's 2nd,MD-02,Democrat,Democratic,61.3,35.900002,120412,70411,2014,58.099998,32.299999,3.7,3.8,0.2,88.800003,31.5,66387
Maryland's 3rd,MD-03,Democrat,Democratic,59.5,40.299999,128594,87029,2014,66.699997,20.6,4.8000002,5.8000002,0.2,91.5,47.299999,84243
Maryland's 3rd,MD-03,Democrat,Democratic,69.1,28.299999,202407,82774,2018,66.699997,20.6,4.8000002,5.8000002,0.2,91.5,47.299999,84243
Maryland's 3rd,MD-03,Democrat,Democratic,63.2,33.900002,214640,115048,2016,66.699997,20.6,4.8000002,5.8000002,0.2,91.5,47.299999,84243
Maryland's 4th,MD-04,Democrat,Democratic,74.1,21.4,237501,68670,2016,31.5,58,5.9000001,2.8,0.2,86.599998,32.799999,79163
Maryland's 4th,MD-04,Democrat,Democratic,70.2,28.299999,134628,54217,2014,31.5,58,5.9000001,2.8,0.2,86.599998,32.799999,79163
Maryland's 4th,MD-04,Democrat,Democratic,78.1,19.9,209642,53327,2018,31.5,58,5.9000001,2.8,0.2,86.599998,32.799999,79163
Maryland's 5th,MD-05,Democrat,Democratic,64,35.700001,144725,80752,2014,50.700001,39,4.4000001,3.4000001,0.30000001,91.199997,34.5,95144
Maryland's 5th,MD-05,Democrat,Democratic,70.3,27.1,213796,82361,2018,50.700001,39,4.4000001,3.4000001,0.30000001,91.199997,34.5,95144
Maryland's 5th,MD-05,Democrat,Democratic,67.4,29.4,242989,105931,2016,50.700001,39,4.4000001,3.4000001,0.30000001,91.199997,34.5,95144
Maryland's 6th,MD-06,Democrat,Democratic,49.7,48.200001,94704,91930,2014,68.599998,12.6,7.8000002,9.1000004,0.2,90.199997,41.900002,77595
Maryland's 6th,MD-06,Democrat,Democratic,59,38,163346,105209,2018,68.599998,12.6,7.8000002,9.1000004,0.2,90.199997,41.900002,77595
Maryland's 6th,MD-06,Democrat,Democratic,56,40.099998,185770,133081,2016,68.599998,12.6,7.8000002,9.1000004,0.2,90.199997,41.900002,77595
Maryland's 7th,MD-07,Democrat,Democratic,74.9,21.799999,238838,69556,2016,36.700001,54.5,2.3,4.8000002,0.30000001,88.199997,37.700001,60903
Maryland's 7th,MD-07,Democrat,Democratic,69.9,27,144639,55860,2014,36.700001,54.5,2.3,4.8000002,0.30000001,88.199997,37.700001,60903
Maryland's 7th,MD-07,Democrat,Democratic,76.4,21.299999,202345,56266,2018,36.700001,54.5,2.3,4.8000002,0.30000001,88.199997,37.700001,60903
Maryland's 8th,MD-08,Democrat,Democratic,60.6,34.200001,220657,124651,2016,70.5,11.2,8.1999998,8.1999998,0.2,91.400002,54.400002,100728
Maryland's 8th,MD-08,Democrat,Democratic,60.7,39,136722,87859,2014,70.5,11.2,8.1999998,8.1999998,0.2,91.400002,54.400002,100728
Maryland's 8th,MD-08,Democrat,Democratic,68.2,30.200001,217679,96525,2018,70.5,11.2,8.1999998,8.1999998,0.2,91.400002,54.400002,100728
Maine's 1st,ME-01,Democrat,Democratic,60.4,30.700001,186674,94751,2014,95.199997,0.89999998,1.3,1.1,0.30000001,93.599998,36.900002,60757
Maine's 1st,ME-01,Democrat,Democratic,58.8,32.5,201195,111188,2018,95.199997,0.89999998,1.3,1.1,0.30000001,93.599998,36.900002,60757
Maine's 1st,ME-01,Democrat,Democratic,58,41.900002,227546,164569,2016,95.199997,0.89999998,1.3,1.1,0.30000001,93.599998,36.900002,60757
Maine's 2nd,ME-02,Republican,Republican,45.2,54.799999,159081,192878,2016,96,0.5,1,0.40000001,0.80000001,90.599998,23.4,46534
Maine's 2nd,ME-02,Republican,Republican,41.8,47,118568,133320,2014,96,0.5,1,0.40000001,0.80000001,90.599998,23.4,46534
Maine's 2nd,ME-02,Democrat,Democratic,50.6,49.400002,142440,138931,2018,96,0.5,1,0.40000001,0.80000001,90.599998,23.4,46534
Michigan's 1st,MI-01,Republican,Republican,40.1,54.900002,144334,197777,2016,92.800003,1.7,1.2,0.40000001,2.0999999,92,24.6,46722
Michigan's 1st,MI-01,Republican,Republican,43.7,56.299999,145246,187251,2018,92.800003,1.7,1.2,0.40000001,2.0999999,92,24.6,46722
Michigan's 1st,MI-01,Republican,Republican,45.3,52.099998,113263,130414,2014,92.800003,1.7,1.2,0.40000001,2.0999999,92,24.6,46722
Michigan's 2nd,MI-02,Republican,Republican,33.3,63.599998,70851,135568,2014,85,5.8000002,5.5999999,1.5,0.40000001,89.800003,25.4,52919
Michigan's 2nd,MI-02,Republican,Republican,32.5,62.599998,110391,212508,2016,85,5.8000002,5.5999999,1.5,0.40000001,89.800003,25.4,52919
Michigan's 2nd,MI-02,Republican,Republican,43,55.299999,131254,168970,2018,85,5.8000002,5.5999999,1.5,0.40000001,89.800003,25.4,52919
Michigan's 3rd,MI-03,Republican,Republican,37.5,59.5,128400,203545,2016,85.300003,8,3.8,1.1,0.40000001,90.699997,30.700001,56063
Michigan's 3rd,MI-03,Republican,Republican,43.2,54.400002,134185,169107,2018,85.300003,8,3.8,1.1,0.40000001,90.699997,30.700001,56063
Michigan's 3rd,MI-03,Republican,Republican,39,57.900002,84720,125754,2014,85.300003,8,3.8,1.1,0.40000001,90.699997,30.700001,56063
Michigan's 4th,MI-04,Endorsed Trump,Republican,32.1,61.599998,101277,194572,2016,93.300003,1.9,2.4000001,0.5,0.60000002,90.599998,21.4,47910
Michigan's 4th,MI-04,Endorsed Trump,Republican,37.4,62.599998,106540,178510,2018,93.300003,1.9,2.4000001,0.5,0.60000002,90.599998,21.4,47910
Michigan's 4th,MI-04,Endorsed Trump,Republican,39.1,56.5,85777,123962,2014,93.300003,1.9,2.4000001,0.5,0.60000002,90.599998,21.4,47910
Michigan's 5th,MI-05,Democrat,Democratic,61.2,35.099998,195279,112102,2016,77.300003,16.1,3.9000001,0.69999999,0.40000001,89.099998,19.299999,43583
Michigan's 5th,MI-05,Democrat,Democratic,59.5,35.900002,164502,99265,2018,77.300003,16.1,3.9000001,0.69999999,0.40000001,89.099998,19.299999,43583
Michigan's 5th,MI-05,Democrat,Democratic,66.7,31.200001,148182,69222,2014,77.300003,16.1,3.9000001,0.69999999,0.40000001,89.099998,19.299999,43583
Michigan's 6th,MI-06,Republican,Republican,36.4,58.599998,119980,193246,2016,85.699997,7.5,3.5,1,0.30000001,90.599998,27.299999,51189
Michigan's 6th,MI-06,Republican,Republican,40.4,55.900002,84391,116801,2014,85.699997,7.5,3.5,1,0.30000001,90.599998,27.299999,51189
Michigan's 6th,MI-06,Republican,Republican,45.7,50.200001,134082,147436,2018,85.699997,7.5,3.5,1,0.30000001,90.599998,27.299999,51189
Michigan's 7th,MI-07,Endorsed Trump,Republican,46.2,53.799999,136330,158730,2018,90.5,4.1999998,3.2,0.60000002,0.30000001,91.5,23.799999,56536
Michigan's 7th,MI-07,Endorsed Trump,Republican,40,55.099998,134010,184321,2016,90.5,4.1999998,3.2,0.60000002,0.30000001,91.5,23.799999,56536
Michigan's 7th,MI-07,Endorsed Trump,Republican,41.2,53.5,92083,119564,2014,90.5,4.1999998,3.2,0.60000002,0.30000001,91.5,23.799999,56536
Michigan's 8th,MI-08,Endorsed Trump,Republican,42.1,54.599998,102269,132739,2014,86.900002,5,3.7,2.3,0.2,94.400002,40.200001,67499
Michigan's 8th,MI-08,Endorsed Trump,Democratic,50.6,46.799999,172880,159782,2018,86.900002,5,3.7,2.3,0.2,94.400002,40.200001,67499
Michigan's 8th,MI-08,Endorsed Trump,Republican,39.2,56,143791,205629,2016,86.900002,5,3.7,2.3,0.2,94.400002,40.200001,67499
Michigan's 9th,MI-09,Democrat,Democratic,60.4,36.099998,136342,81470,2014,81.300003,12,1.8,3,0.40000001,89.599998,29.700001,55369
Michigan's 9th,MI-09,Democrat,Democratic,57.9,37.400002,199661,128937,2016,81.300003,12,1.8,3,0.40000001,89.599998,29.700001,55369
Michigan's 9th,MI-09,Democrat,Democratic,59.7,36.799999,181734,112123,2018,81.300003,12,1.8,3,0.40000001,89.599998,29.700001,55369
Michigan's 10th,MI-10,Republican,Republican,29.4,68.699997,67143,157069,2014,92.400002,2.9000001,2.0999999,1.3,0.2,90.699997,23.1,61055
Michigan's 10th,MI-10,Republican,Republican,35,60.299999,106061,182808,2018,92.400002,2.9000001,2.0999999,1.3,0.2,90.699997,23.1,61055
Michigan's 10th,MI-10,Republican,Republican,32.3,63.099998,110112,215132,2016,92.400002,2.9000001,2.0999999,1.3,0.2,90.699997,23.1,61055
Michigan's 11th,MI-11,Endorsed Trump,Republican,40.2,52.900002,152461,200872,2016,85.599998,5.4000001,2.0999999,5.4000001,0.2,94.699997,46.599998,79781
Michigan's 11th,MI-11,Endorsed Trump,Republican,40.5,55.900002,101681,140435,2014,85.599998,5.4000001,2.0999999,5.4000001,0.2,94.699997,46.599998,79781
Michigan's 11th,MI-11,Endorsed Trump,Democratic,51.8,45.200001,181912,158463,2018,85.599998,5.4000001,2.0999999,5.4000001,0.2,94.699997,46.599998,79781
Michigan's 12th,MI-12,Democrat,Democratic,65,31.299999,134346,64716,2014,79.599998,10.4,4.3000002,3.3,0.2,89.900002,34,56293
Michigan's 12th,MI-12,Democrat,Democratic,64.3,29.299999,211378,96104,2016,79.599998,10.4,4.3000002,3.3,0.2,89.900002,34,56293
Michigan's 12th,MI-12,Democrat,Democratic,68.1,28.9,200588,85115,2018,79.599998,10.4,4.3000002,3.3,0.2,89.900002,34,56293
Michigan's 13th,MI-13,Democrat,Democratic,77.1,15.7,198771,40541,2016,37.200001,56.299999,3.9000001,0.80000001,0.40000001,81.800003,15,33455
Michigan's 13th,MI-13,Democrat,Democratic,79.5,16.299999,132710,27234,2014,37.200001,56.299999,3.9000001,0.80000001,0.40000001,81.800003,15,33455
Michigan's 13th,MI-13,Democrat,Democratic,84.2,0,165355,0,2018,37.200001,56.299999,3.9000001,0.80000001,0.40000001,81.800003,15,33455
Michigan's 14th,MI-14,Democrat,Democratic,78.5,18.700001,244135,58103,2016,33.5,58.700001,2.9000001,2.5999999,0.2,86.800003,30.299999,44197
Michigan's 14th,MI-14,Democrat,Democratic,80.9,17.299999,214334,45899,2018,33.5,58.700001,2.9000001,2.5999999,0.2,86.800003,30.299999,44197
Michigan's 14th,MI-14,Democrat,Democratic,77.8,19.700001,165272,41801,2014,33.5,58.700001,2.9000001,2.5999999,0.2,86.800003,30.299999,44197
Minnesota's 1st,MN-01,Republican,Republican,49.7,50.099998,144885,146200,2018,92.400002,2,2.9000001,1.6,0.30000001,91.699997,27.799999,59989
Minnesota's 1st,MN-01,Democrat,Democratic,50.3,49.599998,169074,166526,2016,92.400002,2,2.9000001,1.6,0.30000001,91.699997,27.799999,59989
Minnesota's 1st,MN-01,Democrat,Democratic,54.2,45.700001,122851,103536,2014,92.400002,2,2.9000001,1.6,0.30000001,91.699997,27.799999,59989
Minnesota's 2nd,MN-02,Democrat,Democratic,52.7,47.099998,177958,159344,2018,88,3.5,3.0999999,3.5999999,0.40000001,94.599998,38.200001,80403
Minnesota's 2nd,MN-02,Republican,Republican,45.2,47,167315,173970,2016,88,3.5,3.0999999,3.5999999,0.40000001,94.599998,38.200001,80403
Minnesota's 2nd,MN-02,Republican,Republican,38.9,56,95565,137778,2014,88,3.5,3.0999999,3.5999999,0.40000001,94.599998,38.200001,80403
Minnesota's 3rd,MN-03,Republican,Republican,37.8,62.099998,101846,167515,2014,86.300003,5.0999999,1.9,5,0.2,95.5,48.200001,85012
